total_evidence_count,official_evidence_count,corroborated_evidence_count,self_declared_count,accepted_official_count,accepted_corroborated_count,disputed_count,rejected_count,biometric_match_present,government_record_present,verified_ngo_record_present,family_confirmation_present,verified_family_links_count,documents_verified_count,documents_rejected_count,external_confirmed_matches,weighted_evidence_sum,days_in_system,identity_score
3,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0.7500000000000001,71,0.0
5,2,2,1,2,2,0,1,1,1,0,1,2,1,0,1,3.9999999999999996,193,84.0
4,1,0,3,1,0,0,1,0,1,0,0,3,1,0,1,3.1500000000000004,361,59.4
8,1,3,4,1,2,0,0,0,0,1,1,0,1,0,0,2.7,262,58.9
2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.4,220,18.4
7,1,2,4,1,2,0,2,0,1,0,1,2,1,0,0,2.8500000000000005,284,52.7
6,1,3,2,0,3,1,0,0,0,1,1,0,1,0,2,2.6499999999999995,144,50.2
2,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1.9500000000000002,156,45.9
7,1,2,4,1,2,0,0,0,0,1,1,3,0,0,0,3.55,288,58.6
4,0,1,3,0,1,0,0,0,0,0,1,1,0,0,0,1.7000000000000002,297,21.2
4,0,2,2,0,2,0,1,0,0,0,1,1,0,0,0,1.15,15,16.7
4,2,2,0,2,1,0,2,1,1,0,1,0,2,0,0,2.55,29,55.9
3,0,1,2,0,1,1,0,0,0,0,1,1,0,1,1,1.4000000000000001,337,12.5
4,1,1,2,1,1,0,1,0,0,1,0,1,1,1,0,1.65,328,31.1
2,0,1,1,0,0,0,1,0,0,0,0,1,2,0,2,1.85,97,35.5
5,1,0,4,1,0,0,1,0,1,0,0,0,0,0,1,1.8000000000000003,229,28.6
7,2,1,4,2,1,0,0,0,1,1,1,1,0,0,1,4.1000000000000005,269,72.1
2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,1,1.15,208,24.9
4,2,1,1,2,1,0,0,1,1,0,1,1,0,0,2,4.05,190,86.5
3,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1.5,27,16.2
3,1,2,0,1,2,0,0,0,1,0,1,0,1,0,0,1.9500000000000002,260,47.6
5,2,0,3,2,0,0,1,0,1,1,0,0,2,1,1,3.1500000000000004,271,57.1
3,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0.8500000000000002,177,6.3
2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.55,364,17.5
3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0.7000000000000001,181,6.5
6,1,2,3,0,1,2,0,0,1,0,1,1,1,0,0,1.85,72,24.8
7,0,3,4,0,3,0,0,0,0,0,1,0,0,0,1,1.95,251,39.3
3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1.05,36,21.0
3,2,1,0,2,1,0,0,1,0,1,1,0,2,0,2,4.1000000000000005,278,80.2
5,1,2,2,1,2,0,2,0,1,0,1,2,0,0,1,2.5500000000000007,133,38.8
3,1,2,0,1,1,0,0,0,0,1,1,3,1,0,1,3.5500000000000003,23,66.5
6,1,3,2,0,3,1,0,0,0,1,1,1,0,0,1,2.25,250,41.0
6,1,3,2,1,3,0,0,0,1,0,1,0,2,0,1,3.15,245,71.5
3,0,2,1,0,2,0,0,0,0,0,0,0,1,0,1,1.0,339,34.8
2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1.3499999999999999,72,18.7
4,1,1,2,0,1,1,1,1,0,0,1,0,0,0,1,1.6,161,23.1
4,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,2.4,154,45.3
5,1,0,4,1,0,0,0,0,0,1,0,0,1,0,0,2.0,226,34.8
4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0.6000000000000001,303,12.9
7,1,2,4,1,2,0,1,0,0,1,1,0,1,0,0,2.35,114,35.3
10,3,3,4,3,3,0,0,1,1,1,1,1,0,0,0,4.6000000000000005,96,100.0
7,1,2,4,1,2,0,0,1,0,0,1,0,2,0,0,3.1499999999999995,137,67.3
2,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.5499999999999998,346,18.4
2,1,0,1,1,0,0,0,0,1,0,0,2,0,1,0,1.9000000000000001,212,38.1
5,1,1,3,1,1,0,0,0,1,0,1,2,0,0,0,3.0000000000000004,55,54.5
3,1,0,2,0,0,1,0,0,1,0,0,1,2,0,2,2.75,320,45.9
6,1,1,4,1,1,0,0,0,1,0,1,2,0,0,1,3.6500000000000004,316,67.0
6,2,2,2,2,2,0,0,0,1,1,0,0,1,0,0,2.5,27,68.3
6,0,2,4,0,2,1,0,0,0,0,1,1,2,0,0,2.05,142,26.5
5,1,0,4,1,0,0,0,0,1,0,0,0,2,0,1,2.8500000000000005,38,54.8
4,1,2,1,1,1,0,0,0,0,1,1,0,0,0,1,2.1999999999999997,193,45.2
8,2,3,3,1,3,1,0,1,1,0,1,0,0,0,0,2.5999999999999996,345,62.5
4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1.2000000000000002,244,18.2
3,1,1,1,0,0,2,0,0,1,0,1,0,0,1,1,1.1500000000000004,167,11.3
7,1,2,4,1,2,0,0,0,1,0,1,0,1,0,0,2.75,27,59.5
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.2999999999999998,342,31.9
6,1,1,4,1,1,0,2,0,1,0,1,0,0,0,1,2.1500000000000004,220,26.0
3,1,2,0,1,1,0,0,0,1,0,1,0,1,0,1,2.4000000000000004,288,55.2
6,2,0,4,2,0,0,0,1,0,1,0,1,1,1,0,3.3499999999999996,345,64.5
2,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1,1.4999999999999998,42,34.2
7,1,2,4,1,2,0,0,0,1,0,1,0,1,0,0,2.75,81,65.9
2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.65,131,17.0
3,1,2,0,1,2,0,0,0,0,1,1,1,1,0,1,2.75,318,57.0
6,2,1,3,2,1,0,0,0,1,1,1,0,0,0,0,3.0500000000000003,291,59.8
4,1,3,0,1,2,0,0,0,0,1,1,1,0,0,0,1.9499999999999997,169,42.3
2,0,1,1,0,1,0,1,0,0,0,1,1,2,0,0,1.65,241,20.5
8,2,2,4,2,2,0,0,0,1,1,0,1,0,0,1,3.4000000000000004,352,76.1
2,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.4,332,17.7
4,2,0,2,2,0,0,0,1,0,1,0,0,1,0,0,2.55,324,53.3
2,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1.4500000000000002,260,36.4
5,1,1,3,1,1,0,0,0,1,0,0,1,0,1,1,2.35,252,54.9
4,1,1,2,1,0,0,1,0,1,0,1,0,1,0,1,2.45,32,45.9
4,1,1,2,1,0,0,1,1,0,0,0,0,2,1,2,2.5999999999999996,235,56.2
6,2,1,3,1,1,1,1,1,1,0,1,1,2,0,0,3.35,288,61.9
5,1,1,3,1,0,0,0,0,0,1,0,1,1,0,2,3.1,326,57.3
3,2,1,0,1,1,1,0,1,0,1,0,2,0,0,0,2.05,271,40.2
3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,2.0,349,55.8
7,1,2,4,1,2,0,0,0,1,0,1,0,1,0,1,3.2,57,67.5
4,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,52,14.2
3,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,2.5500000000000003,5,51.2
2,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1.25,83,26.9
3,0,1,2,0,1,0,0,0,0,0,1,0,1,0,1,1.9,361,30.9
2,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1.35,157,19.9
6,0,2,4,0,2,0,2,0,0,0,1,2,2,0,1,2.75,204,34.7
5,2,0,3,2,0,0,0,1,1,0,0,2,1,0,0,3.6000000000000005,90,82.0
2,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0,1.7,242,22.5
3,2,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1.8,332,36.3
5,1,3,1,1,3,0,0,0,0,1,1,2,1,0,2,3.8,108,81.5
3,1,2,0,1,2,0,1,0,0,1,1,0,1,0,1,2.0,31,34.5
2,1,0,1,1,0,0,2,0,0,1,0,0,0,0,1,0.8,285,3.9
4,2,0,2,2,0,0,0,0,1,1,0,1,1,0,1,3.35,211,64.9
2,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1.5999999999999996,69,18.8
6,1,1,4,1,1,0,0,0,0,1,0,0,1,1,0,2.0,247,41.4
4,1,2,1,1,1,0,0,1,0,0,1,0,2,0,2,3.4499999999999997,150,73.9
5,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0,2.25,192,49.1
3,0,2,1,0,2,1,0,0,0,0,1,1,1,0,0,1.1,192,15.6
1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,1,2.1,315,40.4
4,0,2,2,0,2,0,0,0,0,0,1,1,1,0,2,2.75,215,53.1
3,1,2,0,1,2,0,1,0,1,0,1,0,0,0,0,1.25,50,26.8
4,2,1,1,2,1,0,0,0,1,1,1,0,0,0,0,2.6500000000000004,228,50.9
6,0,3,3,0,3,0,1,0,0,0,1,0,1,0,1,1.7499999999999996,295,41.2
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,329,7.2
6,1,2,3,1,2,0,0,0,0,1,1,2,0,0,1,3.4,124,65.9
6,2,2,2,1,2,1,0,0,1,1,1,0,1,0,0,2.6500000000000004,323,51.2
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7,89,10.6
6,1,1,4,0,0,2,1,0,1,0,1,0,2,0,0,1.6499999999999995,13,11.8
4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0.10000000000000009,21,0.0
2,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,2.45,279,48.2
8,2,2,4,2,2,0,1,0,1,1,0,0,1,0,1,3.0000000000000004,306,74.6
4,1,2,1,1,2,0,0,0,1,0,0,2,2,0,0,2.6000000000000005,186,70.1
2,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,2.0500000000000003,117,33.3
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.8500000000000001,131,10.3
6,0,3,3,0,3,0,1,0,0,0,1,0,0,0,0,0.9500000000000001,91,20.5
4,2,0,2,2,0,0,0,1,1,0,0,0,1,0,1,3.0500000000000003,155,75.0
4,2,1,1,2,1,0,0,0,1,1,1,2,0,0,2,4.3500000000000005,161,72.6
8,3,1,4,2,1,1,0,1,1,1,1,0,0,0,0,3.6500000000000004,118,70.0
4,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0.8999999999999999,285,24.6
10,3,3,4,3,3,0,1,1,1,1,1,0,1,0,1,4.65,219,100.0
5,1,1,3,1,1,0,1,0,0,1,1,0,0,0,0,1.7999999999999998,358,24.7
6,2,0,4,2,0,0,0,0,1,1,0,0,1,1,1,3.3500000000000005,150,60.7
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,55,3.2
5,1,2,2,1,2,0,0,1,0,0,1,0,2,0,0,2.7499999999999996,181,67.3
7,2,2,3,2,1,0,0,0,1,1,1,1,1,0,0,3.8000000000000003,86,77.2
6,2,1,3,2,0,0,0,0,1,1,1,2,0,0,2,4.75,237,86.7
5,2,1,2,0,1,2,0,0,1,1,1,1,1,1,0,2.5,5,26.4
3,3,0,0,3,0,0,0,1,1,1,0,1,1,0,0,3.45,14,78.4
7,2,1,4,0,1,2,0,1,0,1,1,2,0,0,1,3.4499999999999997,275,51.0
3,1,0,2,1,0,0,1,0,1,0,0,2,1,0,0,2.1,85,32.8
6,1,1,4,1,1,0,0,0,1,0,1,1,2,0,1,3.95,153,66.7
7,1,2,4,1,2,0,0,0,1,0,1,2,2,0,0,3.9000000000000004,13,73.2
8,2,2,4,2,2,0,0,0,1,1,1,1,1,1,0,4.0,148,78.4
3,1,0,2,0,0,1,2,0,1,0,0,0,1,0,0,0.3999999999999999,340,0.0
4,0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,1.75,266,25.8
4,1,2,1,0,2,2,1,1,0,0,0,2,1,1,0,0.8500000000000002,48,16.9
2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1.4,7,31.7
5,2,1,2,2,1,0,0,1,1,0,0,0,1,0,0,2.6,117,77.0
6,2,0,4,1,0,1,0,0,1,1,0,0,1,0,0,2.3500000000000005,68,32.4
3,1,2,0,0,2,1,0,0,0,1,1,0,2,0,0,1.7,253,33.0
4,1,2,1,1,1,0,2,0,0,1,1,0,0,0,1,1.4999999999999998,360,17.7
6,3,1,2,3,0,0,1,1,1,1,0,0,0,1,0,2.75,62,69.0
5,1,0,4,1,0,0,0,0,0,1,0,0,0,0,1,2.1,14,27.7
4,1,2,1,1,1,0,0,0,1,0,1,1,0,0,0,2.2,39,48.9
4,1,2,1,1,2,0,0,0,0,1,1,0,0,0,1,2.1999999999999997,331,43.4
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6000000000000001,167,7.5
4,0,3,1,0,3,0,0,0,0,0,1,1,1,0,0,1.6500000000000001,161,36.5
6,2,0,4,2,0,0,0,0,1,1,0,0,2,0,1,3.7,142,71.3
2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1.7499999999999998,72,48.9
4,1,2,1,1,2,0,0,0,1,0,1,0,2,0,0,2.5,66,61.8
2,1,1,0,1,1,0,0,1,0,0,1,1,2,0,0,2.75,320,56.7
4,2,1,1,2,1,0,0,0,1,1,0,0,0,0,0,1.95,302,44.9
7,1,2,4,1,2,0,0,1,0,0,0,2,0,1,1,3.0,55,74.1
4,1,2,1,1,2,0,0,0,0,1,1,1,1,0,0,2.5,77,47.5
6,1,1,4,0,1,1,1,0,0,1,0,2,0,0,0,1.5500000000000003,307,16.2
4,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0.8999999999999999,17,28.3
6,1,1,4,1,0,0,2,0,0,1,1,0,0,0,2,2.55,74,22.9
3,1,2,0,1,2,0,0,0,0,1,0,2,1,0,0,2.0,4,51.2
5,1,3,1,1,3,0,1,0,1,0,1,0,0,0,0,1.4500000000000002,244,40.3
4,2,2,0,2,2,0,0,1,1,0,1,1,2,0,0,3.6499999999999995,241,90.3
6,1,3,2,1,3,0,2,0,0,1,1,1,0,0,2,2.55,84,44.2
6,0,2,4,0,2,0,0,0,0,0,0,1,2,1,2,2.8,224,61.4
2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1.35,19,36.5
3,1,2,0,1,2,0,0,0,1,0,1,0,0,0,1,2.0500000000000003,180,46.2
2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.9,219,27.7
6,2,3,1,2,2,0,0,1,0,1,1,2,0,0,0,3.5,129,81.3
7,1,2,4,1,2,0,0,0,1,0,1,0,0,0,1,2.8500000000000005,317,61.7
4,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0,1.8,299,24.5
5,2,2,1,1,2,1,0,0,1,1,1,0,1,0,0,2.45,114,44.3
6,0,3,3,0,2,0,0,0,0,0,1,0,1,0,0,1.65,20,36.9
5,1,0,4,1,0,0,0,1,0,0,0,1,1,0,0,2.5,118,47.4
3,0,2,1,0,2,0,0,0,0,0,1,1,1,0,0,1.6500000000000001,130,30.3
4,0,1,3,0,0,2,0,0,0,0,1,2,0,0,0,1.0,53,0.0
4,2,0,2,0,0,2,0,0,1,1,0,1,0,0,0,1.4499999999999997,181,18.3
8,2,2,4,2,2,0,0,0,1,1,1,0,1,1,0,3.6000000000000005,350,73.9
2,0,0,2,0,0,0,2,0,0,0,0,1,2,0,1,1.2500000000000002,288,8.5
3,0,2,1,0,2,0,0,0,0,0,1,0,1,0,2,2.15,11,39.8
6,3,1,2,3,1,0,0,1,1,1,0,2,0,0,0,3.9,331,86.8
5,2,1,2,1,1,1,0,0,1,1,1,2,0,0,0,3.0999999999999996,72,48.5
6,1,2,3,0,2,1,0,0,0,1,1,1,1,0,0,2.3499999999999996,145,34.6
6,0,2,4,0,1,0,0,0,0,0,1,1,2,0,1,3.05,265,51.6
4,2,1,1,2,1,0,1,1,0,1,1,0,0,0,1,2.8000000000000003,231,49.2
3,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1.05,161,27.9
2,1,1,0,1,1,0,0,0,1,0,1,3,0,0,0,2.8000000000000003,255,52.1
7,2,1,4,2,1,0,0,1,0,1,1,0,1,0,0,3.6500000000000004,278,66.5
6,2,2,2,2,1,0,0,1,0,1,1,1,0,0,2,4.2,106,93.8
7,2,1,4,2,1,0,0,1,0,1,1,0,0,0,1,3.75,51,67.7
2,1,0,1,0,0,2,1,0,0,1,0,0,0,0,0,-0.4,15,0.0
4,0,1,3,0,0,0,0,0,0,0,0,2,0,0,1,1.85,111,39.0
5,1,1,3,1,1,0,0,0,1,0,0,1,0,0,0,1.9000000000000001,129,46.5
6,1,1,4,1,1,0,0,0,0,1,0,0,0,0,0,1.65,276,35.8
3,1,2,0,1,2,0,0,0,1,0,1,0,1,0,0,1.9500000000000002,314,46.3
4,2,1,1,2,1,0,0,0,1,1,0,0,1,0,0,2.3000000000000003,189,57.5
3,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,2.1,118,26.3
6,2,2,2,2,2,0,0,0,1,1,1,1,0,1,2,4.15,309,88.3
6,0,2,4,0,2,1,0,0,0,0,1,0,0,0,1,1.4,115,19.3
4,2,0,2,2,0,0,0,1,0,1,0,0,1,0,2,3.4499999999999997,76,70.6
4,2,2,0,2,2,0,0,1,1,0,0,0,1,0,0,2.2,230,69.3
5,1,0,4,0,0,1,1,1,0,0,0,0,2,0,1,2.0000000000000004,90,33.0
7,1,2,4,1,2,0,1,0,1,0,0,1,0,0,1,2.1999999999999997,23,51.8
4,1,1,2,1,1,0,0,0,0,1,1,2,1,0,0,3.0999999999999996,220,46.5
3,3,0,0,3,0,0,0,1,1,1,0,1,0,0,0,3.1,177,74.9
7,1,2,4,0,1,1,2,0,0,1,0,0,0,0,1,0.8500000000000001,361,7.3
5,1,1,3,0,1,1,0,0,1,0,1,0,2,0,1,2.8,180,47.2
3,0,2,1,0,2,0,1,0,0,0,1,1,2,0,0,1.65,250,30.2
7,2,2,3,0,2,2,0,1,0,1,0,0,0,0,2,2.1999999999999997,330,50.2
2,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1.0499999999999998,355,28.3
6,2,0,4,1,0,1,0,0,1,1,0,1,0,0,2,3.3,67,52.5
3,1,1,1,1,1,0,1,0,0,1,0,2,0,0,2,2.4,134,39.1
7,1,3,3,1,3,0,1,0,0,1,1,2,1,0,2,3.849999999999999,254,75.7
6,2,0,4,2,0,0,0,0,1,1,0,0,0,0,0,2.55,168,44.5
8,2,2,4,2,2,0,0,1,0,1,1,0,1,1,0,3.6500000000000004,65,72.4
5,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,2.2,279,46.0
4,2,0,2,2,0,0,0,0,1,1,0,2,0,0,0,2.9499999999999997,250,50.7
4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,184,18.8
8,2,2,4,2,2,0,0,1,0,1,1,1,2,0,1,4.85,275,100.0
4,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,1.9499999999999997,172,30.6
5,0,1,4,0,1,0,0,0,0,0,1,0,1,0,1,2.3,41,31.3
3,1,2,0,1,2,0,0,0,0,1,1,1,0,0,1,2.4,68,49.5
2,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1.75,46,44.6
2,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1.5,220,29.0
1,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,1.95,279,33.9
5,1,0,4,1,0,0,0,1,0,0,0,0,1,0,1,2.55,242,52.6
6,2,1,3,2,1,0,1,1,0,1,0,1,1,0,1,3.25,171,67.0
2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1.4,218,44.0
5,1,0,4,0,0,1,0,0,1,0,0,1,2,0,1,2.7,98,40.2
5,0,1,4,0,1,1,1,0,0,0,1,0,1,0,1,1.4,337,4.7
4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,1.6500000000000001,2,26.6
6,2,2,2,2,1,0,0,0,1,1,1,2,0,0,1,4.1000000000000005,308,86.2
5,1,1,3,0,1,2,0,0,0,1,1,1,1,0,1,2.25,292,19.3
6,1,1,4,1,1,0,0,0,1,0,1,0,0,0,0,2.4000000000000004,123,40.5
3,1,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1.05,110,21.0
7,1,2,4,1,1,0,0,1,0,0,1,2,1,0,1,4.050000000000001,44,87.0
2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,2.0500000000000003,260,41.1
3,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1.1,326,15.6
5,1,1,3,1,1,0,1,0,0,1,0,0,1,0,0,1.4500000000000002,128,25.5
7,2,2,3,1,2,1,0,0,1,1,1,3,1,0,0,4.05,222,70.9
6,1,1,4,1,0,0,0,0,1,0,0,3,1,0,2,4.15,107,85.6
4,1,1,2,0,1,1,0,0,1,0,1,0,1,0,0,1.8,229,30.5
4,1,1,2,1,1,0,2,0,1,0,1,0,0,0,0,1.3,263,14.1
7,1,3,3,1,3,0,0,0,0,1,1,1,1,0,0,2.9,349,58.3
1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1.7499999999999998,132,46.0
4,1,1,2,1,1,0,0,0,0,1,0,1,2,0,0,2.35,45,44.9
6,2,1,3,0,1,2,0,0,1,1,1,2,1,0,0,3.1,259,38.7
5,1,2,2,1,2,0,0,0,0,1,0,0,1,0,0,1.6,2,43.1
5,2,1,2,2,1,0,0,1,0,1,1,1,1,0,0,3.65,324,71.0
7,1,3,3,1,2,0,0,0,0,1,1,0,0,0,0,2.15,156,49.5
3,2,1,0,2,1,0,0,1,0,1,0,1,2,0,1,3.3499999999999996,47,78.5
2,1,0,1,1,0,0,0,1,0,0,0,3,1,0,0,2.7000000000000006,73,52.6
5,1,1,3,0,0,1,2,0,0,1,1,0,0,0,0,0.8999999999999999,165,0.0
3,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,2.25,269,32.6
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.0,87,19.8
3,1,0,2,1,0,0,1,0,1,0,0,1,0,0,1,1.7999999999999998,306,27.3
7,0,3,4,0,2,0,0,0,0,0,1,0,1,0,2,2.75,236,63.0
4,0,1,3,0,1,0,0,0,0,0,1,3,1,0,0,2.85,334,37.0
6,1,2,3,1,2,0,2,0,0,1,0,2,0,0,2,2.45,348,41.8
2,1,1,0,1,1,0,2,0,0,1,0,2,1,0,1,1.7500000000000002,88,20.6
3,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,2.15,41,33.4
6,0,2,4,0,2,0,1,0,0,0,0,0,2,0,1,1.6,128,40.2
5,0,2,3,0,1,0,1,0,0,0,0,1,2,0,0,1.35,362,27.9
5,2,1,2,2,1,0,2,0,1,1,1,0,2,0,1,3.3000000000000007,47,56.6
5,0,2,3,0,2,0,0,0,0,0,1,0,1,0,0,1.65,126,34.3
3,1,1,1,1,0,0,0,0,0,1,1,0,2,0,0,2.45,322,43.3
3,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1.2000000000000002,235,27.1
5,1,1,3,0,1,1,0,0,0,1,1,0,0,0,0,1.5999999999999999,12,17.6
7,1,2,4,1,2,0,0,0,1,0,1,2,1,0,0,3.5500000000000007,330,72.7
6,2,2,2,2,2,0,0,0,1,1,1,0,1,0,0,3.2,195,62.2
3,1,2,0,1,2,0,2,0,0,1,1,2,2,0,0,2.3499999999999996,111,34.8
4,1,1,2,1,1,0,0,0,0,1,1,0,1,0,0,2.3,61,43.3
2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0.55,29,15.4
3,1,2,0,1,2,0,0,0,1,0,1,1,1,0,0,2.35,133,52.2
3,1,2,0,1,1,0,0,0,1,0,1,2,0,0,0,2.4000000000000004,300,55.2
3,1,0,2,1,0,0,0,1,0,0,0,1,1,0,0,2.1,230,45.7
7,1,3,3,1,3,0,0,0,0,1,1,1,1,1,1,3.35,258,67.8
2,0,2,0,0,2,0,0,0,0,0,1,0,2,0,0,1.4,330,32.2
2,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1.9499999999999997,328,30.5
3,0,1,2,0,1,0,2,0,0,0,1,1,1,0,0,1.1500000000000001,56,3.6
5,3,1,1,3,1,0,1,1,1,1,1,2,0,0,0,4.050000000000001,322,82.3
7,1,2,4,1,2,0,1,0,0,1,0,1,1,1,1,2.5000000000000004,263,50.7
2,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1.2499999999999998,299,18.0
6,1,2,3,1,2,0,0,1,0,0,1,2,1,0,0,3.4000000000000004,313,74.1
3,2,1,0,2,1,0,0,0,1,1,1,0,2,1,0,3.1500000000000004,113,65.9
6,1,1,4,1,0,0,0,0,0,1,1,3,2,0,0,4.25,204,65.7
5,2,0,3,2,0,0,2,1,0,1,0,2,1,0,1,3.3,322,53.0
3,2,0,1,2,0,0,0,1,0,1,0,0,2,0,0,2.7,268,57.5
4,2,2,0,0,2,2,0,1,0,1,1,1,1,0,1,2.6,99,44.4
1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1.4500000000000002,269,21.4
2,1,0,1,1,0,0,0,0,0,1,0,2,1,0,0,2.2,116,35.0
3,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0.9500000000000001,334,27.8
5,1,1,3,1,1,0,1,0,0,1,1,0,0,0,0,1.7999999999999998,175,13.5
5,1,1,3,0,0,1,0,0,1,0,1,2,2,0,1,3.6000000000000005,115,59.5
8,2,2,4,2,1,0,1,0,1,1,1,1,0,0,2,4.2,11,78.2
7,3,1,3,3,1,0,0,1,1,1,0,2,0,0,0,4.1,332,91.7
5,0,1,4,0,1,0,0,0,0,0,1,0,1,0,0,1.8499999999999999,361,29.6
5,0,2,3,0,1,0,0,0,0,0,1,1,0,0,0,1.7000000000000002,66,34.1
1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0.8999999999999999,32,14.0
2,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,2.05,272,44.5
6,2,1,3,2,1,0,0,1,1,0,1,0,1,1,2,4.4,224,94.8
3,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,1.9499999999999997,158,32.1
2,1,1,0,1,1,0,0,0,0,1,1,3,0,1,0,2.75,114,46.5
6,2,0,4,2,0,0,0,0,1,1,0,1,0,0,0,2.95,13,54.4
4,2,1,1,2,0,0,0,0,1,1,1,0,1,0,1,3.4500000000000006,46,71.3
5,3,2,0,3,2,0,1,1,1,1,1,1,1,0,0,3.8000000000000003,351,82.5
4,2,2,0,2,2,0,0,1,1,0,0,3,1,0,0,3.4000000000000004,333,92.5
4,2,1,1,1,0,1,0,1,1,0,0,2,0,0,0,2.3000000000000007,207,55.9
5,3,1,1,2,0,1,0,1,1,1,1,1,1,0,1,4.250000000000001,308,81.6
2,2,0,0,2,0,0,0,1,0,1,0,0,2,0,0,2.5,177,59.5
3,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1.25,200,20.5
4,1,1,2,1,1,0,0,0,0,1,0,0,2,0,0,1.9499999999999997,248,33.9
3,2,0,1,2,0,0,0,0,1,1,0,2,0,0,0,2.75,194,52.3
3,1,1,1,0,0,1,0,0,1,0,1,3,0,0,1,2.9000000000000004,62,42.8
2,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,2.35,203,37.2
5,0,1,4,0,1,0,0,0,0,0,1,0,2,1,0,2.2,250,37.3
5,1,0,4,1,0,0,1,0,0,1,0,3,1,0,0,2.85,274,34.5
